# Source: mahavivo/english-wordlists CET4_edited.txt parsed from cached GitHub page.
# Fallbacks: previous generated phonetics plus six manual abbreviations/derived forms.
# Format: word<TAB>phonetic
a	/ə/
protein	/ˈprəutiːn/
protest	/prəˈtest/
proud	/praud/
prove	/pruːv/
provide	/prəˈvaid/
provided	/prəːˈvaidid/
province	/ˈprɔvins/
provision	/prəˈviʒən/
psychological	/ˌsaikəˈlɔdʒikəl/
public	/ˈpʌblik/
publication	/ˌpʌbliˈkei∫ən/
publish	/ˈpʌbli∫/
pudding	/ˈpudiŋ/
puff	/pʌf/
pull	/pul/
pulse	/pʌls/
pump	/pʌmp/
punch	/pʌnt∫/
punctual	/ˈpʌŋktjuəl/
punish	/ˈpʌni∫/
punishment	/ˈpʌni∫mənt/
pupil	/ˈpjuːpil/
puppet	/ˈpʌpit/
purchase	/ˈpəːt∫əs/
pure	/pjuə/
purely	/ˈpjuəli/
purify	/ˈpjuərifai/
purity	/ˈpjuəriti/
purple	/ˈpəːpl/
purpose	/ˈpəːpəs/
purse	/pəːs/
pursue	/pəˈsjuː/
pursuit	/pəˈsjuːt/
push	/pu∫/
put	/put/
puzzle	/ˈpʌzl/
qualify	/ˈkwɔlifai/
quality	/ˈkwɔliti/
quantity	/ˈkwɔntiti/
quarrel	/ˈkwɔrəl/
quart	/kɔːt/
quarter	/ˈkwɔːtə/
quarterly	/ˈkwɔːtəli/
queen	/kwiːn/
queer	/kwiə/
question	/ˈkwest∫ən/
queue	/kjuː/
quick	/kwik/
quicken	/ˈkwikən/
quickly	/ˈkwikli/
quiet	/ˈkwaiət/
quilt	/kwilt/
quit	/kwit/
quite	/kwait/
quiz	/kwiz/
quotation	/kwəuˈtei∫ən/
quote	/kwəut/
rabbit	/ˈræbit/
race	/reis/
racial	/ˈrei∫əl/
rack	/ræk/
racket	/ˈrækit/
radar	/ˈreidə/
radiate	/ˈreidieit/
radiation	/ˌreidiˈei∫ən/
radio	/ˈreidiəu/
radioactive	/ˈreidiəuˈæktiv/
radioactivity	/ˈreidiəuækˈtiviti/
radish	/ˈrædi∫/
radium	/ˈreidjəm/
radius	/ˈreidjəs/
rag	/ræg/
rage	/reidʒ/
raid	/reid/
rail	/reil/
railroad	/ˈreilrəud/
railway	/ˈreilwei/
rain	/rein/
rainbow	/ˈreinbəu/
rainy	/ˈreini/
raise	/reiz/
rake	/reik/
range	/reindʒ/
rank	/ræŋk/
rapid	/ˈræpid/
rapidly	/ˈræpidli/
rare	/reə/
rarely	/ˈreəli/
rat	/ræt/
rate	/reit/
rather	/ˈrɑːðə/
ratio	/ˈrei∫iəu/
rational	/ˈræ∫ənl/
raw	/rɔː/
ray	/rei/
razor	/ˈreizə/
reach	/riːt∫/
react	/riˈækt/
reaction	/ri(ː)ˈæk∫ən/
read	/riːd/
reader	/ˈriːdə/
readily	/ˈredili/
reading	/ˈriːdiŋ/
ready	/ˈredi/
real	/ˈriːəl/
reality	/ri(ː)ˈæliti/
realize	/ˈriəlaiz/
really	/ˈriəli/
realm	/relm/
reap	/riːp/
rear	/riə/
reason	/ˈriːzn/
reasonable	/ˈriːznəbl/
rebel	/ˈrebəl/
rebellion	/riˈbeljən/
recall	/riˈkɔːl/
receipt	/riˈsiːt/
receive	/riˈsiːv/
receiver	/riˈsiːvə/
recent	/ˈriːsnt/
recently	/ˈriːsəntli/
reception	/riˈsep∫ən/
recite	/riˈsait/
recognition	/ˌrekəgˈni∫ən/
recognize	/ˈrekəgnaiz/
recollect	/ˌrekəˈlekt/
recommend	/rekəˈmend/
recommendation	/ˌrekəmenˈdei∫ən/
record	/ˈrekərd/
recorder	/riˈkɔːdə/
recover	/riˈkʌvə/
recovery	/riˈkʌvəri/
red	/red/
reduce	/riˈdjuːs/
reduction	/riˈdʌk∫ən/
reed	/riːd/
reel	/riːl/
refer	/riˈfəː/
reference	/ˈrefrəns/
refine	/riˈfain/
reflect	/riˈflekt/
reflection	/riˈflek∫ən/
reflexion	/riˈflek∫ən/
reform	/riˈfɔːm/
refresh	/riˈfre∫/
refreshment	/riˈfre∫mənt/
refrigerator	/riˈfridʒəreitə/
refuge	/ˈrefjuːdʒ/
refusal	/riˈfjuːzəl/
refuse	/riˈfjuːz/
refute	/riˈfjuːt/
regard	/riˈgɑːd/
regarding	/riˈgɑːdiŋ/
regardless	/riˈgɑːdlis/
region	/ˈriːdʒən/
register	/ˈredʒistə/
regret	/riˈgret/
regular	/ˈregjulə/
regularly	/ˈregjuləli/
regulate	/ˈregjuleit/
regulation	/regjuˈlei∫ən/
rehearsal	/riˈhəːsəl/
reign	/rein/
rein	/rein/
reinforce	/ˌriːinˈfɔːs/
reject	/riˈdʒekt/
rejoice	/riˈdʒɔis/
relate	/riˈleit/
relation	/riˈlei∫ən/
relationship	/riˈlei∫ən∫ip/
relative	/ˈrelətiv/
relatively	/ˈrelətivli/
relativity	/ˌreləˈtiviti/
relax	/riˈlæks/
release	/riˈliːs/
relevant	/ˈrelivənt/
reliability	/riˌlaiəˈbiliti/
reliable	/riˈlaiəbl/
reliance	/riˈlaiəns/
relief	/riˈliːf/
relieve	/riˈliːv/
religion	/riˈlidʒən/
religious	/riˈlidʒəs/
reluctant	/riˈlʌktənt/
rely	/riˈlai/
remain	/riˈmein/
remains	/riˈmeins/
remark	/riˈmɑːk/
remarkable	/riˈmɑːkəbl/
remedy	/ˈremidi/
remember	/riˈmembə/
remind	/riˈmaind/
remote	/riˈməut/
removal	/riˈmuːvəl/
remove	/riˈmuːv/
render	/ˈrendə/
renew	/riˈnjuː/
rent	/rent/
repair	/riˈpeə/
repeat	/riˈpiːt/
repeatedly	/riˈpiːtidli/
repent	/riˈpent/
repetition	/ˌrepiˈti∫ən/
replace	/ri(ː)ˈpleis/
reply	/riˈplai/
report	/riˈpɔːt/
reporter	/riˈpɔːtə/
represent	/ˌriːpriˈzent/
representative	/ˌrepriˈzentətiv/
reproach	/riˈprəut∫/
reproduce	/ˌriːprəˈdjuːs/
republic	/riˈpʌblik/
republican	/riˈpʌblikən/
reputation	/ˌrepju(ː)ˈtei∫ən/
request	/riˈkwest/
require	/riˈkwaiə/
requirement	/riˈkwaiəmənt/
rescue	/ˈreskjuː/
research	/riˈsəːt∫/
researcher	/riˈsəːt∫ə(r)/
resemble	/riˈzembl/
reserve	/riˈzəːv/
reservoir	/ˈrezəvwɑː(r)/
residence	/ˈrezidəns/
resident	/ˈrezidənt/
resign	/riˈzain/
resignation	/ˌrezigˈnei∫ən/
resist	/riˈzist/
resistance	/riˈzistəns/
resistant	/riˈzistənt/
resolution	/ˌrezəˈljuː∫ən/
resolve	/riˈzɔlv/
resort	/riˈzɔːt/
resource	/riˈsɔːs/
respect	/risˈpekt/
respectful	/risˈpektful/
respective	/risˈpektiv/
respectively	/riˈspektivli/
respond	/risˈpɔnd/
response	/risˈpɔns/
responsibility	/risˌpɔnsəˈbiliti/
responsible	/risˈpɔnsəbl/
rest	/rest/
restaurant	/ˈrestərənt/
restless	/ˈrestlis/
restore	/risˈtɔː/
restrain	/risˈtrein/
restraint	/risˈtreint/
restrict	/risˈtrikt/
restriction	/risˈtrik∫ən/
result	/riˈzʌlt/
resume	/riˈzjuːm/
retain	/riˈtein/
retell	/ˈriːˈtel/
retire	/riˈtaiə/
retreat	/riˈtriːt/
return	/riˈtəːn/
reveal	/riˈviːl/
revenge	/riˈvendʒ/
reverse	/riˈvəːs/
review	/riˈvjuː/
revise	/riˈvaiz/
revolt	/riˈvəult/
revolution	/ˌrevəˈluː∫ən/
revolutionary	/ˈrevəˈluː∫ənəri/
reward	/riˈwɔːd/
rhythm	/ˈrið(ə)m/
rib	/rib/
ribbon	/ˈribən/
rice	/rais/
rich	/rit∫/
rid	/rid/
riddle	/ˈridl/
ride	/raid/
rider	/ˈraidə/
ridge	/ridʒ/
ridiculous	/riˈdikjuləs/
rifle	/ˈraifl/
right	/rait/
rigid	/ˈridʒid/
ring	/riŋ/
ripe	/raip/
ripen	/ˈraipən/
rise	/raiz/
risk	/risk/
rival	/ˈraivəl/
river	/ˈrivə/
road	/rəud/
roar	/rɔː/
roast	/rəust/
rob	/rɔb/
robber	/ˈrɔbə/
robbery	/ˈrɔbəri/
robe	/rəub/
robot	/ˈrəubɔt/
rock	/rɔk/
rocket	/ˈrɔkit/
rod	/rɔd/
role	/rəul/
roll	/rəul/
roller	/ˈrəulə/
Roman	/ˈrəumən/
romantic	/rəˈmæntik/
roof	/ruːf/
room	/rum/
root	/ruːt/
rope	/rəup/
rose	/rəuz/
rot	/rɔt/
rotary	/ˈrəutəri/
rotate	/rəuˈteit/
rotation	/rəuˈtei∫ən/
rotten	/ˈrɔtn/
rough	/rʌf/
roughly	/ˈrʌfli/
round	/raund/
rouse	/rauz/
route	/ruːt/
routine	/ruːˈtiːn/
row	/rau/
royal	/ˈrɔiəl/
rub	/rʌb/
rubber	/ˈrʌbə/
rubbish	/ˈrʌbi∫/
rude	/ruːd/
rug	/rʌg/
ruin	/ˈruːin/
rule	/ruːl/
ruler	/ˈruːlə/
rumour	/ˈruːmə/
run	/rʌn/
runner	/ˈrʌnə(r)/
rural	/ˈruər(ə)l/
rush	/rʌ∫/
Russian	/ˈrʌ∫ən/
rust	/rʌst/
rusty	/ˈrʌsti/
sack	/sæk/
sacred	/ˈseikrid/
sacrifice	/ˈsækrifais/
sad	/sæd/
saddle	/ˈsædl/
sadly	/ˈsædli/
sadness	/ˈsædnis/
safe	/seif/
safely	/ˈseifli/
safety	/ˈseifti/
sail	/seil/
sailor	/ˈseilə/
saint	/seint/
sake	/seik/
salad	/ˈsæləd/
salary	/ˈsæləri/
sale	/seil/
salesman	/ˈseilzmən/
salt	/sɔːlt/
salute	/səˈluːt/
same	/seim/
sample	/ˈsæmpl/
sand	/sænd/
sandwich	/ˈsænwidʒ/
sandy	/ˈsændi/
satellite	/ˈsætəlait/
satisfaction	/ˌsætisˈfæk∫ən/
satisfactory	/ˌsætisˈfæktəri/
satisfy	/ˈsætisfai/
Saturday	/ˈsætədi/
sauce	/sɔːs/
saucer	/ˈsɔːsə/
sausage	/ˈsɔsidʒ/
save	/seiv/
saving	/ˈseiviŋ/
saw	/sɔː/
say	/sei/
scale	/skeil/
scan	/skæn/
scar	/skɑː/
scarce	/skeəs/
scarcely	/ˈskeəsli/
scare	/skeə/
scarf	/skɑːf/
scatter	/ˈskætə/
scene	/siːn/
scenery	/ˈsiːnəri/
scent	/sent/
schedule	/ˈskedʒjul/
scheme	/skiːm/
scholar	/ˈskɔlə/
scholarship	/ˈskɔlə∫ip/
school	/skuːl/
science	/ˈsaiəns/
scientific	/saiənˈtifik/
scientist	/ˈsaiəntist/
scissors	/ˈsizəz/
scold	/skəuld/
scope	/skəup/
score	/skɔː/
scorn	/skɔːn/
scout	/skaut/
scrape	/skreip/
scratch	/skræt∫/
scream	/skriːm/
screen	/skriːn/
screw	/skruː/
sea	/siː/
seal	/siːl/
seaman	/ˈsiːmən/
seaport	/ˈsiːpɔːt/
search	/səːt∫/
season	/ˈsiːzn/
seat	/siːt/
second	/ˈsekənd/
secondary	/ˈsekəndəri/
secondly	/?s?k?ndli/
secret	/ˈsiːkrit/
secretary	/ˈsekrəteri/
section	/ˈsek∫ən/
secure	/siˈkjuə/
security	/siˈkjuəriti/
see	/siː/
seed	/siːd/
seek	/siːk/
seem	/siːm/
seize	/siːz/
seldom	/ˈseldəm/
select	/siˈlekt/
selection	/siˈlek∫ən/
self	/self/
selfish	/ˈselfi∫/
sell	/sel/
seller	/ˈselə/
semester	/siˈmestə/
semiconductor	/ˈsemikənˈdʌktə/
senate	/ˈsenit/
send	/send/
senior	/ˈsiːnjə/
sense	/sens/
sensible	/ˈsensəbl/
sensitive	/ˈsensitiv/
sentence	/ˈsentəns/
separate	/ˈsepəreit/
separately	/ˈsepərətli/
separation	/sepəˈrei∫ən/
September	/səpˈtembə/
sequence	/ˈsiːkwəns/
series	/ˈsiəriːz/
serious	/ˈsiəriəs/
seriously	/ˈsiəriəsli/
servant	/ˈsəːvənt/
serve	/səːv/
service	/ˈsəːvis/
session	/ˈse∫ən/
set	/set/
setting	/ˈsetiŋ/
settle	/ˈsetl/
settlement	/ˈsetlmənt/
seven	/ˈsevən/
seventeen	/ˈsevənˈtiːn/
seventh	/ˈsevənθ/
seventy	/ˈsevənti/
several	/ˈsevərəl/
severe	/siˈviə/
severely	/siˈviəli/
sew	/sjuː/
sex	/seks/
shade	/∫eid/
shadow	/ˈ∫ædəu/
shady	/ˈ∫eidi/
shake	/∫eik/
shall	/∫æl/
shallow	/ˈ∫æləu/
shame	/∫eim/
shampoo	/∫æmˈpuː/
shape	/∫eip/
share	/∫eə/
sharp	/∫ɑːp/
sharpen	/ˈ∫ɑːpən/
sharply	/ˈ∫ɑːpli/
shave	/∫eiv/
she	/∫iː/
shear	/∫iə/
shed	/∫ed/
sheep	/∫iːp/
sheet	/∫iːt/
shelf	/∫elf/
shell	/∫el/
shelter	/ˈ∫eltə/
shepherd	/ˈ∫epəd/
shield	/∫iːld/
shift	/∫ift/
shilling	/ˈ∫iliŋ/
shine	/∫ain/
ship	/∫ip/
shirt	/∫əːt/
shiver	/ˈ∫ivə/
shock	/∫ɔk/
shoe	/∫uː/
shoot	/∫uːt/
shop	/∫ɔp/
shopkeeper	/ˈ∫ɔpkiːpə(r)/
shopping	/ˈ∫ɔpiŋ/
shore	/∫ɔː/
short	/∫ɔːt/
shortage	/ˈ∫ɔːtidʒ/
shortcoming	/ˈ∫ɔːtkʌmiŋ/
shortly	/ˈ∫ɔːtli/
shot	/∫ɔt/
should	/∫ud/
shoulder	/ˈ∫əuldə/
shout	/∫aut/
show	/∫əu/
shower	/ˈ∫auə/
shriek	/∫riːk/
shrink	/∫riŋk/
shut	/∫ʌt/
shy	/∫ai/
sick	/sik/
sickness	/ˈsiknis/
side	/said/
sideways	/ˈsaidweiz/
sigh	/sai/
sight	/sait/
sightseeing	/ˈsaitsiːiŋ/
sign	/sain/
signal	/ˈsignl/
signature	/ˈsignit∫ə/
significance	/sigˈnifikəns/
significant	/sigˈnifikənt/
silence	/ˈsailəns/
silent	/ˈsailənt/
silk	/silk/
silly	/ˈsili/
silver	/ˈsilvə/
similar	/ˈsimilə/
similarly	/ˈsimiləli/
simple	/ˈsimpl/
simplicity	/simˈplisiti/
simplify	/ˈsimplifai/
simply	/ˈsimpli/
sin	/sin/
since	/sins/
sincere	/sinˈsiə/
sing	/siŋ/
singer	/ˈsiŋə(r)/
single	/ˈsiŋgl/
singular	/ˈsiŋgjulə/
sink	/siŋk/
sir	/səː(r)/
sister	/ˈsistə/
sit	/sit/
site	/sait/
situation	/ˌsitjuˈei∫ən/
six	/siks/
sixteen	/ˈsiksˈtiːn/
sixth	/siksθ/
sixty	/ˈsiksti/
size	/saiz/
skate	/skeit/
sketch	/sket∫/
ski	/skiː/
skill	/skil/
skilled	/skild/
skillful	/ˈskilful/
skim	/skim/
skin	/skin/
skirt	/skəːt/
sky	/skai/
slam	/slæm/
slave	/sleiv/
slavery	/ˈsleivəri/
sleep	/sliːp/
sleepy	/ˈsliːpi/
sleeve	/sliːv/
slender	/ˈslendə/
slice	/slais/
slide	/slaid/
slight	/slait/
slightly	/ˈslaitli/
slip	/slip/
slipper	/ˈslipə/
slippery	/ˈslipəri/
slit	/slit/
slogan	/ˈsləugən/
slope	/sləup/
slow	/sləu/
slowly	/ˈsləuli/
slum	/slʌm/
sly	/slai/
small	/smɔːl/
smart	/smɑːt/
smell	/smel/
smile	/smail/
smog	/smɔg/
smoke	/sməuk/
smooth	/smuːð/
smoothly	/ˈsmuːðli/
snake	/sneik/
snow	/snəu/
snowstorm	/ˈsnəustɔːm/
snowy	/ˈsnəui/
so	/səu/
soak	/səuk/
soap	/səup/
sob	/sɔb/
sober	/ˈsəubə/
so-called	/sˈoʊkˈɔld/
soccer	/ˈsɔkə/
social	/ˈsəu∫əl/
socialism	/ˈsəu∫əlizəm/
socialist	/ˈsəu∫əlist/
society	/səˈsaiəti/
sock	/sɔk/
soda	/ˈsəudə/
soft	/sɔft/
softly	/ˈsɔftli/
soil	/sɔil/
solar	/ˈsəulə/
soldier	/ˈsəuldʒə/
sole	/səul/
solely	/ˈsəu(l)li/
solemn	/ˈsɔləm/
solid	/ˈsɔlid/
soluble	/ˈsɔljubl/
solution	/səˈljuː∫ən/
solve	/sɔlv/
some	/sʌm/
somebody	/ˈsʌmbədi/
somehow	/ˈsʌmhau/
someone	/ˈsʌmwʌn/
something	/ˈsʌmθiŋ/
sometime	/ˈsʌmtaim/
sometimes	/ˈsʌmtaimz/
somewhat	/ˈsʌm(h)wɔt/
somewhere	/ˈsʌm(h)weə/
son	/sʌn/
song	/sɔŋ/
soon	/suːn/
sophisticated	/səˈfistikeitid/
sore	/sɔ/
sorrow	/ˈsɔrəu/
sorry	/ˈsɔri/
sort	/sɔːt/
soul	/səul/
sound	/saund/
soup	/suːp/
sour	/ˈsauə/
source	/sɔːs/
south	/sauθ/
southeast	/ˈsauθˈiːst/
southern	/ˈsʌðən/
southwest	/ˈsauθˈwest/
Soviet	/ˈsəuviet/
sow	/sau/
space	/speis/
spacecraft	/ˈspeiskrɑːft/
spaceship	/ˈspeis∫ip/
spade	/speid/
span	/spæn/
Spanish	/ˈspæni∫/
spare	/speə/
spark	/spɑːk/
sparkle	/ˈspɑːkl/
sparrow	/ˈspærəu/
speak	/spiːk/
speaker	/ˈspiːkə/
spear	/spiə/
special	/ˈspe∫əl/
specialist	/ˈspe∫əlist/
speciality	/ˌspe∫iˈæliti/
specialize	/ˈspe∫əlaiz/
specially	/ˈspe∫əli/
specific	/spiˈsifik/
specify	/ˈspesifai/
specimen	/ˈspesimin/
spectacle	/ˈspektəkl/
speech	/spiːt∫/
speed	/spiːd/
spell	/spel/
spelling	/ˈspeliŋ/
spend	/spend/
sphere	/sfiə/
spider	/ˈspaidə/
spill	/spil/
spin	/spin/
spirit	/ˈspirit/
spiritual	/ˈspiritjuəl/
spit	/spit/
splash	/splæ∫/
splendid	/ˈsplendid/
split	/split/
spoil	/spɔil/
sponge	/spʌndʒ/
sponsor	/ˈspɔnsə/
spontaneous	/spɔnˈteiniəs/
spoon	/spuːn/
sport	/spɔːt/
sportsman	/ˈspɔːtsmən/
spot	/spɔt/
spray	/sprei/
spread	/spred/
spring	/spriŋ/
springtime	/ˈspriŋtaim/
sprinkle	/ˈspriŋkl/
spur	/spəː/
spy	/spai/
square	/skweə/
squeeze	/skwiːz/
squirrel	/ˈskwirəl/
stab	/stæb/
stability	/stəˈbiliti/
stable	/ˈsteibl/
stack	/stæk/
stadium	/ˈsteidiəm/
staff	/stɑːf/
stage	/steidʒ/
stain	/stein/
stair	/steə/
staircase	/ˈsteəkeis/
stake	/steik/
stale	/steil/
stamp	/stæmp/
stand	/stænd/
standard	/ˈstændəd/
standpoint	/ˈstændpɔint/
star	/stɑː/
stare	/steə(r)/
start	/stɑːt/
startle	/ˈstɑːtl/
starve	/stɑːv/
state	/steit/
statement	/ˈsteitmənt/
statesman	/ˈsteitsmən/
static	/ˈstætik/
station	/ˈstei∫ən/
statistical	/stəˈtistikəl/
statue	/ˈstæt∫uː/
status	/ˈsteitəs/
stay	/stei/
steadily	/ˈstedili/
steady	/ˈstedi/
steal	/stiːl/
steam	/stiːm/
steamer	/ˈstiːmə/
steel	/stiːl/
steep	/stiːp/
steer	/stiə/
stem	/stem/
step	/step/
stern	/stəːn/
steward	/ˈstjuəd/
stewardess	/ˈstjuːədis/
stick	/stik/
sticky	/ˈstiki/
stiff	/stif/
stiffen	/ˈstifn/
still	/stil/
stimulate	/ˈstimjuleit/
sting	/stiŋ/
stir	/stəː/
stitch	/stit∫/
stock	/stɔk/
stocking	/ˈstɔkiŋ/
stomach	/ˈstʌmək/
stone	/stəun/
stony	/ˈstəuni/
stool	/stuːl/
stoop	/stuːp/
stop	/stɔp/
storage	/ˈstɔridʒ/
store	/stɔː/
storey	/ˈstɔːri/
storm	/stɔːm/
stormy	/ˈstɔːmi/
story	/ˈstɔːri/
stove	/stəuv/
straight	/streit/
strain	/strein/
strange	/streindʒ/
stranger	/ˈstreindʒə/
strap	/stræp/
strategy	/ˈstrætidʒi/
straw	/strɔː/
strawberry	/ˈstrɔːbəri/
stream	/striːm/
street	/striːt/
strength	/streŋθ/
strengthen	/ˈstreŋθən/
stress	/stres/
stretch	/stret∫/
strict	/strikt/
strictly	/ˈstriktli/
strike	/straik/
string	/striŋ/
strip	/strip/
stripe	/straip/
stroke	/strəuk/
strong	/strɔŋ/
strongly	/ˈstrɔŋli/
structural	/ˈstrʌkt∫ərəl/
structure	/ˈstrʌkt∫ə/
struggle	/ˈstrʌgl/
student	/ˈstjuːdənt/
study	/ˈstʌdi/
stuff	/stʌf/
stumble	/ˈstʌmbl/
stupid	/ˈstjuːpid/
style	/stail/
subject	/ˈsʌbdʒikt/
submarine	/sʌbməˈriːn/
submerge	/səbˈməːdʒ/
submit	/səbˈmit/
subsequent	/ˈsʌbsikwənt/
substance	/ˈsʌbstəns/
substantial	/səbˈstæn∫əl/
substitute	/ˈsʌbstitjuːt/
subtract	/səbˈtrækt/
suburb	/ˈsʌbəːb/
subway	/ˈsʌbwei/
succeed	/səkˈsiːd/
success	/səkˈses/
successful	/səkˈsesful/
successfully	/səkˈsesfuli/
succession	/səkˈse∫ən/
successive	/səkˈsesiv/
such	/sʌt∫/
suck	/sʌk/
sudden	/ˈsʌdn/
suddenly	/ˈsʌdənli/
suffer	/ˈsʌfə/
sufficient	/səˈfi∫ənt/
sufficiently	/səˈfi∫əntli/
sugar	/ˈ∫ugə/
suggest	/səˈdʒest/
suggestion	/səˈdʒest∫ən/
suit	/sjuːt/
suitable	/ˈsjuːtəbl/
sulphur	/ˈsʌlfə/
sum	/sʌm/
summarize	/ˈsʌməraiz/
summary	/ˈsʌməri/
summer	/ˈsʌmə/
sun	/sʌn/
Sunday	/ˈsʌndi/
sunlight	/ˈsʌnlait/
sunny	/ˈsʌni/
sunrise	/ˈsʌnraiz/
sunset	/ˈsʌnset/
sunshine	/ˈsʌn∫ain/
super	/ˈsjuːpə/
superficial	/sjuːpəˈfi∫əl/
superior	/sjuːˈpiəriə/
supermarket	/ˈsjuːpəˌmɑːkit/
supper	/ˈsʌpə/
supplement	/ˈsʌplimənt/
supply	/səˈplai/
support	/səˈpɔːt/
suppose	/səˈpəuz/
supreme	/sjuːˈpriːm/
sure	/∫uə/
surely	/ˈ∫uəli/
surface	/ˈsəːfis/
surgeon	/ˈsəːdʒən/
surgery	/ˈsəːdʒəri/
surname	/ˈsəːneim/
surprise	/səˈpraiz/
surprising	/səˈpraiziŋ/
surprisingly	/s?r?pra?z??li/
surrender	/səˈrendə/
surround	/səˈraund/
surroundings	/səˈraundiŋz/
survey	/səːˈvei/
survive	/səˈvaiv/
suspect	/səsˈpekt/
suspend	/səsˈpend/
suspicion	/səsˈpi∫ən/
sustain	/səsˈtein/
swallow	/ˈswɔləu/
swamp	/swɔmp/
swan	/swɔn/
swarm	/swɔːm/
sway	/swei/
swear	/sweə/
sweat	/swet/
sweater	/ˈswetə/
sweep	/swiːp/
sweet	/swiːt/
swell	/swel/
swift	/swift/
swim	/swim/
swing	/swiŋ/
Swiss	/swis/
switch	/swit∫/
sword	/sɔːd/
symbol	/ˈsimbəl/
sympathetic	/ˌsimpəˈθetik/
sympathize	/ˈsimpəθaiz/
sympathy	/ˈsimpəθi/
synthetic	/sinˈθeti/
system	/ˈsistəm/
systematic(al)	/ˌsistiˈmætik/
table	/ˈteibl/
tablet	/ˈtæblit/
tag	/tæg/
tail	/teil/
tailor	/ˈteilə/
take	/teik/
tale	/teil/
talent	/ˈtælənt/
talk	/tɔːk/
tall	/tɔːl/
tame	/teim/
tan	/tæn/
tank	/tæŋk/
tap	/tæp/
tape	/teip/
target	/ˈtɑːgit/
task	/tɑːsk/
taste	/teist/
tax	/tæks/
taxi	/ˈtæksi/
tea	/tiː/
teach	/tiːt∫/
teacher	/ˈtiːt∫ə/
teaching	/ˈtiːt∫iŋ/
team	/tiːm/
tear	/tiə/
technical	/ˈteknikəl/
technician	/tekˈni∫(ə)n/
technique	/tekˈniːk/
technology	/tekˈnɔlədʒi/
tedious	/ˈtiːdiəs/
teenager	/ˈtiːnˌeidʒə/
telegram	/ˈteligræm/
telegraph	/ˈteligrɑːf/
telephone	/ˈtelifəun/
telescope	/ˈteliskəup/
television	/ˈteliviʒən/
tell	/tel/
temper	/ˈtempə/
temperature	/ˈtemprit∫ə(r)/
temple	/ˈtempl/
temporary	/ˈtempərəri/
tempt	/tempt/
temptation	/tempˈtei∫ən/
ten	/ten/
tenant	/ˈtenənt/
tend	/tend/
tendency	/ˈtendənsi/
tender	/ˈtendə/
tennis	/ˈtenis/
tense	/tens/
tent	/tent/
tenth	/tenθ/
term	/təːm/
terminal	/ˈtəːminl/
terrible	/ˈterəbl/
terrific	/təˈrifik/
territory	/ˈteritəri/
terror	/ˈterə/
test	/test/
text	/tekst/
textbook	/ˈtekstbuk/
textile	/ˈtekstail/
than	/ðæn/
thank	/θæŋk/
that	/ðæt/
the	/ðə/
theatre	/ˈθiətə(r)/
their	/ðeə/
theirs	/ðeəz/
them	/θem/
themselves	/ðəmˈselvz/
then	/ðen/
theoretical	/θiəˈretikəl/
theory	/ˈθiəri/
there	/ðeə/
thereby	/ˈðeəˈbai/
therefore	/ˈðeəfɔː/
thermometer	/θəˈmɔmitə(r)/
these	/ðiːz/
they	/ðei/
thick	/θik/
thickness	/ˈθiknis/
thief	/θiːf/
thin	/θin/
thing	/θiŋ/
think	/θiŋk/
third	/θəːd/
thirdly	/ˈθəːdli/
thirst	/θəːst/
thirsty	/ˈθəːsti/
thirteen	/ˈθəːˈtiːn/
thirty	/ˈθəːti/
this	/ðis/
thorn	/θɔːn/
thorough	/ˈθʌrə/
those	/ðəuz/
though	/ðəu/
thought	/θɔːt/
thoughtful	/ˈθɔːtful/
thousand	/ˈθauzənd/
thread	/θred/
threat	/θret/
threaten	/ˈθretn/
three	/θriː/
thrill	/θril/
thrive	/θraiv/
throat	/θrəut/
throne	/θrəun/
throng	/θrɔŋ/
through	/θruː/
throughout	/θru(ː)ˈaut/
throw	/θrəu/
thrust	/θrʌst/
thumb	/θʌm/
thunder	/ˈθʌndə/
Thursday	/ˈθəːzdi/
thus	/ðʌs/
tick	/tik/
ticket	/ˈtikit/
tide	/taid/
tidy	/ˈtaidi/
tie	/tai/
tiger	/ˈtaigə/
tight	/tait/
till	/til/
timber	/ˈtimbə/
time	/taim/
timetable	/ˈtaimteib(ə)l/
timid	/ˈtimid/
tin	/tin/
tiny	/ˈtaini/
tip	/tip/
tire	/ˈtaiə/
tired	/ˈtaiəd/
tissue	/ˈtisjuː/
title	/ˈtaitl/
to	/tuː/
toast	/təust/
tobacco	/təˈbækəu/
today	/təˈdei/
toe	/təu/
together	/təˈgeðə/
toilet	/ˈtɔilit/
tolerance	/ˈtɔlərəns/
tolerate	/ˈtɔləreit/
tomato	/təˈmɑːtəu/
tomb	/tuːm/
tomorrow	/təˈmɔrəu/
ton	/tʌn/
tone	/təun/
tongue	/tʌŋ/
tonight	/təˈnait/
too	/tuː/
tool	/tuːl/
tooth	/tuːθ/
top	/tɔp/
topic	/ˈtɔpik/
torch	/tɔːt∫/
torrent	/ˈtɔrənt/
tortoise	/ˈtɔːtəs/
torture	/ˈtɔːt∫ə/
toss	/tɔːs/
total	/ˈtəutl/
touch	/tʌt∫/
tough	/tʌf/
tour	/tuə/
tourist	/ˈtuərist/
toward(s)	/təˈwɔːd/
towel	/ˈtauəl/
tower	/ˈtauə/
town	/taun/
toy	/tɔi/
trace	/treis/
track	/træk/
tractor	/ˈtræktə/
trade	/treid/
tradition	/trəˈdi∫ən/
